4 2.383203187222454e+00
8 2.380002586056218e+00
12 2.378917016466726e+00
16 2.378297175071236e+00
20 2.377884278663384e+00
24 2.377584745756412e+00
28 2.377355010126716e+00
32 2.377171752505360e+00
36 2.377021244126566e+00
40 2.376894818058636e+00
44 2.376786702534260e+00
48 2.376692887945227e+00
52 2.376610491765731e+00
56 2.376537382154612e+00
60 2.376471944405661e+00
64 2.376412930365795e+00
