4 2.735945416810847e+00
8 2.725260687141201e+00
12 2.721429894580655e+00
16 2.719215660562802e+00
20 2.717737388150208e+00
24 2.716664455775578e+00
28 2.715841525198268e+00
32 2.715185183884457e+00
36 2.714646251593545e+00
40 2.714193658089582e+00
44 2.713806704810595e+00
48 2.713471010643679e+00
52 2.713176236797909e+00
56 2.712914737412319e+00
60 2.712680721908999e+00
64 2.712469714776797e+00
