4 1.585189995961405e+00
8 1.580631612436918e+00
12 1.579153377704570e+00
16 1.578337771348077e+00
20 1.577800878085884e+00
24 1.577413419953915e+00
28 1.577117065774763e+00
32 1.576881048224314e+00
36 1.576687402231151e+00
40 1.576524845283450e+00
44 1.576385890145289e+00
48 1.576265348440618e+00
52 1.576159497037523e+00
56 1.576065586189313e+00
60 1.575981535370779e+00
64 1.575905737677195e+00
