4 1.139180038456186e+00
8 1.117914979611905e+00
12 1.110888162441960e+00
16 1.107062614730000e+00
20 1.104563808034352e+00
24 1.102768432320008e+00
28 1.101398992643239e+00
32 1.100310397142920e+00
36 1.099418419726571e+00
40 1.098670382321945e+00
44 1.098031433902251e+00
48 1.097477480747578e+00
52 1.096991265492975e+00
56 1.096560061654402e+00
60 1.096174251892886e+00
64 1.095826415806469e+00
80 1.094714256206901e+00
